review_index,path,filename,sha256,width,height,prior_disposition,disposition,decision_reason,app_question_id,app_quiz_asset
106,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Causes of Solitary Pulmonary Nodules.png,Causes of Solitary Pulmonary Nodules.png,c25f77feb5971fc49ae1df90fba09bf096f1e4d23fa72c2f8d722c7255d2e8f5,1180,338,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
107,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Causes-of-Hypoxemia-Table.png,Causes-of-Hypoxemia-Table.png,e8632448fe6bbc6d31bf06cdf8c451b391186e5f956c3769336d7fadd657920f,1856,610,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
108,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Causes-of-Oxygen-Deprivation-Table.png,Causes-of-Oxygen-Deprivation-Table.png,a460bae2a90167254529dbc30346e6bd2824dbab1668d1fffc0b61b9bfb771c7,1456,1294,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
109,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/causes-of-pleural-effusion copy.png,causes-of-pleural-effusion copy.png,46d513e8e552271491ee04508b88b8403e921245f54f0c588f074caa693bc63f,700,576,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
110,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Causes-of-Pleural-Effusion.png,Causes-of-Pleural-Effusion.png,dbf9410ba667865207110b795b460892fe0c33a5c82328464d658f74a5a81092,1112,852,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
111,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Cell Wall Antibiotics.png,Cell Wall Antibiotics.png,c745f3e524aabbf946569548433df52f2fc6b0b12edbf635d394a24299e244d7,700,784,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
112,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Cell Walls of Gram-Positive and Gram-Negative Bacteria.jpg,Cell Walls of Gram-Positive and Gram-Negative Bacteria.jpg,74a50ab0378bb39302f2390f824254397d25cc90f9daba7dcd8403d5bab58aaf,1600,858,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
113,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Cells and Structures of Lungs and Airways.jpeg,Cells and Structures of Lungs and Airways.jpeg,8a53b4a3e1013bab6e9b6c1c2df0eb3eae282393a0ea5996f5565ab948f8748a,3600,1782,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
114,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Centrilobular and Panlobular Emphysema.jpg,Centrilobular and Panlobular Emphysema.jpg,bf961c5e85cc604fd34dab8bf64bec3d623a5614525813f6484a47b16af0004e,1359,1000,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
115,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Centrilobular Pulmonary Emphysema.jpg,Centrilobular Pulmonary Emphysema.jpg,40bb0b0a96d9598ace27acf1ab79b05f2433eddc67945d69ba42d171e4b86c3d,1600,981,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
116,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/CF Clinical Manifestations.png,CF Clinical Manifestations.png,c6c27824bb7bd65373d7f2c2758acf6e60af9e759f973c17f88bb8401708ef27,2400,1860,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
117,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/CF Infection.png,CF Infection.png,c4dd26d2ce679c4ba1d7f649d0ffa2bbbe201f6afffb72c7da143dc18b83e904,1024,536,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
118,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/CFTR Channel.png,CFTR Channel.png,758ef7da805cc1eeb61d74ecd87eac3d2b0ecd0cb7c181d0a348e13c2501b6ee,2400,1919,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
119,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Characteristics-of-Pulmonary-Blood-Flow-Table.png,Characteristics-of-Pulmonary-Blood-Flow-Table.png,716c5a3e865ee6dfb6b439daefc67ef8ae09421c98ff618fe4db2e491a14a948,1640,404,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
120,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Charcot-Leyden Crystal.jpg,Charcot-Leyden Crystal.jpg,e2f67c391775815fb88f9fef0245b4a4ec3692640183c7ad7eccc90462094ad6,1478,1000,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
121,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Charcot-Leyden Crystals.jpeg,Charcot-Leyden Crystals.jpeg,58859c6fea0e3125372527765cafb10ae7fec0b5e70eac1b03cd19fe4bec4dc7,700,460,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
122,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Chest Disorder Selected Physical Findings Part 1.png,Chest Disorder Selected Physical Findings Part 1.png,d7d5bed4c62bd445aab648eb086ac2b56fcbe7115d0a079b23323ee14093c124,1446,1390,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
123,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Chest Disorder Selected Physical Findings Part 2.png,Chest Disorder Selected Physical Findings Part 2.png,06278ea0095d233325a4249301faeb5df851b9dbf2ab6c8460c471c3202830be,1120,972,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
124,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Chest Disorder Selected Physical Findings.png,Chest Disorder Selected Physical Findings.png,354586b70e1df2f48d2fde43965cb37e52c6cdecff0ee1b90ccbac7648b2816d,900,1488,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
125,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Chest Pain and Related Causes.png,Chest Pain and Related Causes.png,d46b532a606dada2b829bef78b56ae26034177ec8f55f23d24b5295ce2fdc2f6,908,558,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
126,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Chest Pain.png,Chest Pain.png,0ef59d7569ec5f73bb1cf89c0da8a728b97f0c254d07de3aacdf8c47c91d81a6,1958,1202,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
127,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Chest Tube Pneumothorax.png,Chest Tube Pneumothorax.png,f3ac51d23a5d6b6bad1b6b312403becb4b7130302c2f550f3a0248ce9a5bbe59,3150,2100,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
128,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Chest-Wall-and-Lung-Curve-Notes.png,Chest-Wall-and-Lung-Curve-Notes.png,95775b769e1dd79057beef00d48ba8b8db5611b28eb9e968bacc01749fa5a832,2040,1172,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
129,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Cheyne-Stokes-Breathing-Pattern.jpg,Cheyne-Stokes-Breathing-Pattern.jpg,1922e483582f0bc4de587bac8ffffc6a9270b14d986cc1c6001b12c44b240ae9,700,191,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
130,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Chronic Rhinosinusitis.jpg,Chronic Rhinosinusitis.jpg,45ebc9103d88328e689166657a1d6a00865fb32e6f88b4af3428b12867fed433,928,1000,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
131,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Chronic-Obstructive-Pulmonary-Disease-Pathophysiology.jpg,Chronic-Obstructive-Pulmonary-Disease-Pathophysiology.jpg,f7fd33d4a60a26bf0b8c158884361556cb55eac800d3ad53561230332442c012,700,421,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
132,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Chronic-Silicosis-Mixed-Features.png,Chronic-Silicosis-Mixed-Features.png,99910943e5f43c3e4fa291c5472a2fb03955748b924c08ac4bcbba5355ade1c8,574,563,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
133,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Chronic-Silicosis-Progressive-Massive-Fibrosis-Ct.png,Chronic-Silicosis-Progressive-Massive-Fibrosis-Ct.png,57aec77382ff7a647116fb78e38ccf2689ae11b7a316cb3b9e7f217f31fef22b,700,675,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
134,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Chronic-Silicosis-Progressive-Massive-Fibrosis-Histology.png,Chronic-Silicosis-Progressive-Massive-Fibrosis-Histology.png,ae4c9999a76c7527e06b846d291900732f5e893946eb68e3f7260fca5bc679d3,700,465,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
135,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Chronic-Silicosis-Upper-Lobe-Fibrosis.jpg,Chronic-Silicosis-Upper-Lobe-Fibrosis.jpg,12e0704fc28849267d20bbeab53ff651d813c2409339a1bf1c4d8e7fee5b2a32,700,622,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
136,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Classic Values in Bronchitis.png,Classic Values in Bronchitis.png,c99854f8c93493ba086c89ea692d08b567ca8566fc283d6589856591d61d55d3,500,404,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
137,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Classic-Pulmonary-Function-Patterns.png,Classic-Pulmonary-Function-Patterns.png,9f983b5c8faa861ed6ed7d500c541c066ec642d2aa756155177226719ccb6f60,700,653,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
138,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Clinical Features of Cryptococcal Meningoencephalitis.png,Clinical Features of Cryptococcal Meningoencephalitis.png,3234f4198fd52db7160975a056e08a1206d4d0116b57a1c86c3eaf5520b93f83,960,430,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
139,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Co-Poisoning-Hemoglobin-Dissociation-Curve.png,Co-Poisoning-Hemoglobin-Dissociation-Curve.png,8c46040b995f704f7016a97480ed24113574d677ab4e5777cc7fdfa27688240e,952,862,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
140,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/CO2 Transport 2.png,CO2 Transport 2.png,ce13650708ebf5d3abd809dea76e9cce4be451318da2fe78b69bdd461377ea3c,3300,2550,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
141,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Co2-Equilibrium-Alveolus-Capillary.png,Co2-Equilibrium-Alveolus-Capillary.png,6c17a1606ab750431b56d05cc021ace83a3fab1c2d2f741b25f51aa901920ea7,1796,1170,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
142,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Co2-Transfer-Bloodstream-to-Lungs.png,Co2-Transfer-Bloodstream-to-Lungs.png,501bc3b22276bdb63482dc3119320861a6f7494e122e9a7c5d23fd5c06da0a69,1300,838,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
143,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Co2-Transfer-Tissues-to-Bloodstream.png,Co2-Transfer-Tissues-to-Bloodstream.png,9b0320c19b3cfd2e2e64dd2312117a526c342c9ea464f4a1b4f14f6c39cf489d,1320,850,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
144,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Coal Worker's Pneumoconiosis.png,Coal Worker's Pneumoconiosis.png,786c3c5d3fb5033cd9c884fd58056c9b65c1bab817756fae77c72be91b33de6e,354,349,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
145,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Coccidioidomycosis (Valley Fever) Fact Sheet and US Endemicity Map.jpg,Coccidioidomycosis (Valley Fever) Fact Sheet and US Endemicity Map.jpg,9239f69252e390cdf9492a9a895d0ea0b632637e6ee462b98144b19f8d26f28d,1600,678,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
146,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Cocco Copy.png,Cocco Copy.png,d57b2efe880a3eea7d8a20f991db9526bcf6812e51113203d3eb1978d5484057,700,679,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
147,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Cocco Geo.png,Cocco Geo.png,3e27cbbd052e9b50e6f65cecd209e60e64ec1993015bd6790d3b2fe07585550f,700,435,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
148,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Cocco.png,Cocco.png,0fbf927ffdce95b5a2f1e90c41ef6ef4a449dd3b0c9c7c47b4568fd72371bf49,1535,1024,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
149,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Common Causes of Pneumonia by Age Table.png,Common Causes of Pneumonia by Age Table.png,87c13a3ec5072c20dfd488e04fab50081e94a5a8886c397c4e612eab2f77da8a,1854,1186,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
150,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Common Features of Sarcoidosis.png,Common Features of Sarcoidosis.png,a09f76b7c01f6f2c5b027fc805e70e44596b51ae73d008f8f952c06153b7517b,770,632,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
151,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Common or Concerning Symptoms.png,Common or Concerning Symptoms.png,683636120c35a4f79cf3d74a720f58d1466dee1ea5e25c43efc9baedefd814f1,928,312,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
152,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Common Pathogens in Hospital-Acquired Pneumonia.png,Common Pathogens in Hospital-Acquired Pneumonia.png,342aeb8ca555e379376f3ab1c097b69d2603381601b1b73fbc8859b38e6fe8df,700,332,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
153,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Common-Hypoxia-Causes-List.png,Common-Hypoxia-Causes-List.png,22922f1dc04da2e1f36678de96f3249987d0091592cda815854ca542c838da63,920,398,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
154,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Comparison of Diffusion-Limited and Perfusion-Limited Substance Exchange.jpg,Comparison of Diffusion-Limited and Perfusion-Limited Substance Exchange.jpg,e6aaca71df9bdf0ed993ccd152d80d2780affc242eaa2e0cb232c785d3bfca1d,1244,999,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
155,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Comparison of Pulmonary & Disseminated Features of Endemic Mycoses.png,Comparison of Pulmonary & Disseminated Features of Endemic Mycoses.png,34f7d421a4b9098786984273e36a9059a8c727819ab4095fc0b59ed597c71bbc,1184,496,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
156,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Compliance-Notes-Emphysema-Fibrosis.png,Compliance-Notes-Emphysema-Fibrosis.png,2f14ef40ba3971f44174d0bac5f6f7191acfb5047ad43fdb08dd63df57406f0e,2280,956,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
157,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Concha Bullosa.jpg,Concha Bullosa.jpg,c57ee5bb17a29ecf51f7e7a889727de7dc760cb7911a534c3a920e3faf503f58,1506,1000,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
158,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Congestive-Heart-Failure-Fissure-Sign-and-Kerley-B-Lines.jpg,Congestive-Heart-Failure-Fissure-Sign-and-Kerley-B-Lines.jpg,10e01bf2c6b5ca75b76398df752cb2a8f4f42c6e88f739d8d21328d0087e564a,700,550,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
159,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Cooperativity.png,Cooperativity.png,825f4565604dd9d6a9b770916f60322a05411f9bd1444aa0a8e7b61bac2ea3be,3869,2606,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
160,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/COPD Fact Sheet.jpg,COPD Fact Sheet.jpg,9aafbc4e57da49198eb239944a0cd78cc48300330d420f8f5cb04d3e419cc3f3,1600,989,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
161,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/COPD Pharmacology.png,COPD Pharmacology.png,0e0296956684ddf797218637ad34fba23159c6fbfc065d69f6b474bef01b6e89,3096,2400,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
162,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Copd-Acid-Base-Changes.png,Copd-Acid-Base-Changes.png,152b5c270740293f5de1396df7cbefd51fc181cea3922163d5685e586bf0f88d,2324,1122,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
163,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Copd-Normal-vs-Narrowed-Bronchus.png,Copd-Normal-vs-Narrowed-Bronchus.png,e851183d3364f884830ac18b71b309ef3a2f844b50e78dd42328f7de269dec98,946,578,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
164,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Corona Virus.png,Corona Virus.png,9f038991dde499895f5b35b779cb7e6013d33808f13a833dcaa751181c1134e0,1054,1182,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
165,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Pulm Picture/Coronavirus Disease 2019 (COVID-19).jpg,Coronavirus Disease 2019 (COVID-19).jpg,e845386dd98eedb6ebab29f2e54bc4438d8ebc69bfa3f399b50f2bdc82585503,1600,978,,REFERENCE_ONLY,"Visually reviewed in the complete candidate-sheet pass; not promoted because it duplicated an existing scored concept, depended on answer-revealing teaching text, functioned primarily as a reference table/diagram, or was less discriminating than the retained quiz image.",,
